review_id,record_type,bridge_id,wps_task_id,source_file,rapids_code,variant,process_raw,task_raw,proposed_qsen_statement_id,match_score,review_reason
WPS_REVIEW_0173,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0176,WPS_2074HY_HYBRID_T39_R02_X,wps_hybrid_2074.docx,2074HY,hybrid,Provider,Name:,,0.0,no_confident_match
WPS_REVIEW_0174,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0177,WPS_2074HY_HYBRID_T39_R03_X,wps_hybrid_2074.docx,2074HY,hybrid,Provider,Address:,,0.0,no_confident_match
WPS_REVIEW_0175,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0178,WPS_2074HY_HYBRID_T39_R04_X,wps_hybrid_2074.docx,2074HY,hybrid,Provider,Email:,,0.0,no_confident_match
WPS_REVIEW_0176,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0179,WPS_2074HY_HYBRID_T39_R05_X,wps_hybrid_2074.docx,2074HY,hybrid,Provider,Suggested Related Instruction Hours: XXX,QSEN_0101,0.1246,no_confident_match
WPS_REVIEW_0177,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0180,WPS_2074HY_HYBRID_T40_R02_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3818,,0.0,no_confident_match
WPS_REVIEW_0178,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0181,WPS_2074HY_HYBRID_T40_R03_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3806,,0.0,no_confident_match
WPS_REVIEW_0179,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0182,WPS_2074HY_HYBRID_T40_R04_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3801,,0.0,no_confident_match
WPS_REVIEW_0180,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0183,WPS_2074HY_HYBRID_T40_R05_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3805,,0.0,no_confident_match
WPS_REVIEW_0181,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0184,WPS_2074HY_HYBRID_T40_R06_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3820,,0.0,no_confident_match
WPS_REVIEW_0182,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0185,WPS_2074HY_HYBRID_T40_R07_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3899,,0.0,no_confident_match
WPS_REVIEW_0183,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0186,WPS_2074HY_HYBRID_T40_R08_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3812,,0.0,no_confident_match
WPS_REVIEW_0184,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0187,WPS_2074HY_HYBRID_T40_R09_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3802,,0.0,no_confident_match
WPS_REVIEW_0185,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0188,WPS_2074HY_HYBRID_T40_R10_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3803,,0.0,no_confident_match
WPS_REVIEW_0186,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0189,WPS_2074HY_HYBRID_T40_R11_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3810,,0.0,no_confident_match
WPS_REVIEW_0187,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0190,WPS_2074HY_HYBRID_T40_R12_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3815,,0.0,no_confident_match
WPS_REVIEW_0188,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0191,WPS_2074HY_HYBRID_T40_R13_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3821,,0.0,no_confident_match
WPS_REVIEW_0189,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0192,WPS_2074HY_HYBRID_T40_R14_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3816,,0.0,no_confident_match
WPS_REVIEW_0190,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0193,WPS_2074HY_HYBRID_T40_R15_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3814,,0.0,no_confident_match
WPS_REVIEW_0191,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0194,WPS_2074HY_HYBRID_T40_R16_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3819,,0.0,no_confident_match
WPS_REVIEW_0192,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0195,WPS_2074HY_HYBRID_T40_R17_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3822,,0.0,no_confident_match
WPS_REVIEW_0193,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0196,WPS_2074HY_HYBRID_T40_R18_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3808,,0.0,no_confident_match
WPS_REVIEW_0194,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0197,WPS_2074HY_HYBRID_T40_R19_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3824,,0.0,no_confident_match
WPS_REVIEW_0195,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0198,WPS_2074HY_HYBRID_T40_R20_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3811,,0.0,no_confident_match
WPS_REVIEW_0196,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0199,WPS_2074HY_HYBRID_T40_R21_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3813,,0.0,no_confident_match
WPS_REVIEW_0197,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0200,WPS_2074HY_HYBRID_T40_R22_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,51.3809,,0.0,no_confident_match
WPS_REVIEW_0198,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0201,WPS_2074HY_HYBRID_T40_R23_X,wps_hybrid_2074.docx,2074HY,hybrid,*CIP Code,Total,,0.0,no_confident_match
WPS_REVIEW_0199,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0202,WPS_3056HY_HYBRID_T02_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Record patient medical histories.,A. Record patients' medical information and vital signs.,QSEN_0188,0.3033,ambiguous_match
WPS_REVIEW_0200,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0203,WPS_3056HY_HYBRID_T02_R03_B,wps_hybrid_3056.docx,3056HY,hybrid,Record patient medical histories.,"B. Monitor, record, and report symptoms or changes in patients' conditions.",QSEN_0120,0.2613,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0201,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0204,WPS_3056HY_HYBRID_T03_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,"Monitor patient conditions during treatments, procedures, or activities.",A. Administer medications to patients and monitor patients for reactions or side effects.,QSEN_0192,0.1562,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0202,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0205,WPS_3056HY_HYBRID_T03_R03_B,wps_hybrid_3056.docx,3056HY,hybrid,"Monitor patient conditions during treatments, procedures, or activities.","B. Monitor, record, and report symptoms or changes in patients' conditions.",QSEN_0120,0.2613,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0203,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0206,WPS_3056HY_HYBRID_T04_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Administer non-intravenous medications.,A. Administer medications to patients and monitor patients for reactions or side effects.,QSEN_0192,0.1562,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0204,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0207,WPS_3056HY_HYBRID_T05_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Maintain medical facility records.,"A. Maintain accurate, detailed reports and records.",QSEN_0207,0.1252,no_confident_match
WPS_REVIEW_0205,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0208,WPS_3056HY_HYBRID_T06_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Inform medical professionals regarding patient conditions and care.,"A. Monitor, record, and report symptoms or changes in patients' conditions.",QSEN_0120,0.2613,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0206,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0209,WPS_3056HY_HYBRID_T06_R03_B,wps_hybrid_3056.docx,3056HY,hybrid,Inform medical professionals regarding patient conditions and care.,B. Inform physician of patient's condition during anesthesia.,,0.0,no_confident_match
WPS_REVIEW_0207,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0210,WPS_3056HY_HYBRID_T07_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Immunize patients.,"A. Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry.",QSEN_0198,0.1032,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0208,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0211,WPS_3056HY_HYBRID_T08_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,"Treat acute illnesses, infections, or injuries.","A. Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry.",QSEN_0198,0.1032,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0209,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0212,WPS_3056HY_HYBRID_T09_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Collaborate with healthcare professionals to plan or provide treatment.,"A. Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans.",QSEN_0132,0.2419,no_confident_match
WPS_REVIEW_0210,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0213,WPS_3056HY_HYBRID_T10_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Supervise patient care personnel.,A. Direct or supervise less-skilled nursing or healthcare personnel or supervise a particular unit.,QSEN_0193,0.0822,no_confident_match
WPS_REVIEW_0211,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0214,WPS_3056HY_HYBRID_T11_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Monitor patient progress or responses to treatments.,"A. Monitor all aspects of patient care, including diet and physical activity.",QSEN_0148,0.2297,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0212,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0215,WPS_3056HY_HYBRID_T12_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Monitor patients following surgeries or other treatments.,"A. Monitor all aspects of patient care, including diet and physical activity.",QSEN_0148,0.2297,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0213,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0216,WPS_3056HY_HYBRID_T13_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Manage healthcare operations.,"A. Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals.",QSEN_0160,0.0986,no_confident_match
WPS_REVIEW_0214,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0217,WPS_3056HY_HYBRID_T14_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Advise medical personnel regarding healthcare issues.,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions.",QSEN_0036,0.1129,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0215,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0218,WPS_3056HY_HYBRID_T15_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Analyze test data or images to inform diagnosis or treatment.,"A. Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.",QSEN_0151,0.1317,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0216,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0219,WPS_3056HY_HYBRID_T16_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Direct healthcare delivery programs.,"A. Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions.",QSEN_0036,0.1129,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0217,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0220,WPS_3056HY_HYBRID_T17_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Order medical diagnostic or clinical tests.,"A. Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.",QSEN_0151,0.1317,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0218,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0221,WPS_3056HY_HYBRID_T18_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Prescribe assistive medical devices or related treatments.,"A. Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.",QSEN_0149,0.0892,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0219,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0222,WPS_3056HY_HYBRID_T19_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Prescribe medications.,"A. Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.",QSEN_0149,0.0892,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0220,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0223,WPS_3056HY_HYBRID_T20_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Design public or employee health programs.,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",QSEN_0117,0.2345,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0221,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0225,WPS_3056HY_HYBRID_T21_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Communicate health and wellness information to the public.,"A. Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",QSEN_0117,0.2345,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0222,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0226,WPS_3056HY_HYBRID_T22_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Evaluate patient outcomes to determine effectiveness of treatments.,A. Modify patient treatment plans as indicated by patients' responses and conditions.,QSEN_0095,0.1033,no_confident_match
WPS_REVIEW_0223,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0227,WPS_3056HY_HYBRID_T23_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Maintain inventory of medical supplies or equipment.,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.",QSEN_0115,0.0671,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0224,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0228,WPS_3056HY_HYBRID_T24_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Prepare medical supplies or equipment for use.,"A. Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.",QSEN_0115,0.0671,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0225,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0229,WPS_3056HY_HYBRID_T25_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Test biological specimens to gather information about patient conditions.,A. Conduct specified laboratory tests.,QSEN_0108,0.1515,no_confident_match
WPS_REVIEW_0226,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0230,WPS_3056HY_HYBRID_T26_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Monitor health or behavior of people or animals.,A. Observe nurses and visit patients to ensure proper nursing care.,,0.0,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0227,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0231,WPS_3056HY_HYBRID_T27_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Supervise workers providing client or patient services.,A. Observe nurses and visit patients to ensure proper nursing care.,,0.0,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0228,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0232,WPS_3056HY_HYBRID_T28_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,"Assess patient work, living, or social environments.","A. Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems.",QSEN_0136,0.2856,no_confident_match
WPS_REVIEW_0229,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0233,WPS_3056HY_HYBRID_T29_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Administer anesthetics or sedatives to control pain.,"A. Administer local, inhalation, intravenous, or other anesthetics.",QSEN_0014,0.1046,no_confident_match
WPS_REVIEW_0230,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0234,WPS_3056HY_HYBRID_T30_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Assist healthcare practitioners during examinations or treatments.,A. Prepare patients for and assist with examinations or treatments.,QSEN_0018,0.1505,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0231,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0235,WPS_3056HY_HYBRID_T31_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Prepare patients physically for medical procedures.,A. Prepare patients for and assist with examinations or treatments.,QSEN_0018,0.1505,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0232,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0236,WPS_3056HY_HYBRID_T32_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Train caregivers or other non-medical personnel.,A. Provide or arrange for training or instruction of auxiliary personnel or students.,QSEN_0198,0.142,no_confident_match
WPS_REVIEW_0233,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0237,WPS_3056HY_HYBRID_T33_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Diagnose medical conditions.,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",QSEN_0027,0.1026,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0234,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0238,WPS_3056HY_HYBRID_T34_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Examine patients to assess general physical condition.,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",QSEN_0027,0.1026,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0235,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0239,WPS_3056HY_HYBRID_T35_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Refer patients to other healthcare practitioners or health resources.,A. Refer students or patients to specialized health resources or community agencies furnishing assistance.,QSEN_0117,0.1434,no_confident_match
WPS_REVIEW_0236,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0240,WPS_3056HY_HYBRID_T36_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Treat medical emergencies.,"A. Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",QSEN_0027,0.1026,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0237,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0241,WPS_3056HY_HYBRID_T37_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Advise communities or institutions regarding health or safety issues.,A. Consult with institutions or associations regarding issues or concerns relevant to the practice and profession of nursing.,QSEN_0104,0.1472,no_confident_match
WPS_REVIEW_0238,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0242,WPS_3056HY_HYBRID_T38_R02_A,wps_hybrid_3056.docx,3056HY,hybrid,Conduct research to increase knowledge about medical issues.,A. Engage in research activities related to nursing.,QSEN_0097,0.303,ambiguous_match
WPS_REVIEW_0239,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0243,WPS_3056HY_HYBRID_T39_R02_X,wps_hybrid_3056.docx,3056HY,hybrid,Provider,Name:,,0.0,no_confident_match
WPS_REVIEW_0240,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0244,WPS_3056HY_HYBRID_T39_R03_X,wps_hybrid_3056.docx,3056HY,hybrid,Provider,Address:,,0.0,no_confident_match
WPS_REVIEW_0241,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0245,WPS_3056HY_HYBRID_T39_R04_X,wps_hybrid_3056.docx,3056HY,hybrid,Provider,Email:,,0.0,no_confident_match
WPS_REVIEW_0242,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0246,WPS_3056HY_HYBRID_T39_R05_X,wps_hybrid_3056.docx,3056HY,hybrid,Provider,Suggested Related Instruction Hours: XXX,QSEN_0101,0.1246,no_confident_match
WPS_REVIEW_0243,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0247,WPS_3056HY_HYBRID_T40_R02_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3818,,0.0,no_confident_match
WPS_REVIEW_0244,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0248,WPS_3056HY_HYBRID_T40_R03_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3806,,0.0,no_confident_match
WPS_REVIEW_0245,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0249,WPS_3056HY_HYBRID_T40_R04_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3801,,0.0,no_confident_match
WPS_REVIEW_0246,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0250,WPS_3056HY_HYBRID_T40_R05_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3805,,0.0,no_confident_match
WPS_REVIEW_0247,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0251,WPS_3056HY_HYBRID_T40_R06_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3820,,0.0,no_confident_match
WPS_REVIEW_0248,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0252,WPS_3056HY_HYBRID_T40_R07_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3899,,0.0,no_confident_match
WPS_REVIEW_0249,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0253,WPS_3056HY_HYBRID_T40_R08_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3812,,0.0,no_confident_match
WPS_REVIEW_0250,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0254,WPS_3056HY_HYBRID_T40_R09_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3802,,0.0,no_confident_match
WPS_REVIEW_0251,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0255,WPS_3056HY_HYBRID_T40_R10_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3803,,0.0,no_confident_match
WPS_REVIEW_0252,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0256,WPS_3056HY_HYBRID_T40_R11_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3810,,0.0,no_confident_match
WPS_REVIEW_0253,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0257,WPS_3056HY_HYBRID_T40_R12_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3815,,0.0,no_confident_match
WPS_REVIEW_0254,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0258,WPS_3056HY_HYBRID_T40_R13_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3821,,0.0,no_confident_match
WPS_REVIEW_0255,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0259,WPS_3056HY_HYBRID_T40_R14_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3816,,0.0,no_confident_match
WPS_REVIEW_0256,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0260,WPS_3056HY_HYBRID_T40_R15_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3814,,0.0,no_confident_match
WPS_REVIEW_0257,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0261,WPS_3056HY_HYBRID_T40_R16_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3819,,0.0,no_confident_match
WPS_REVIEW_0258,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0262,WPS_3056HY_HYBRID_T40_R17_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3822,,0.0,no_confident_match
WPS_REVIEW_0259,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0263,WPS_3056HY_HYBRID_T40_R18_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3808,,0.0,no_confident_match
WPS_REVIEW_0260,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0264,WPS_3056HY_HYBRID_T40_R19_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3824,,0.0,no_confident_match
WPS_REVIEW_0261,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0265,WPS_3056HY_HYBRID_T40_R20_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3811,,0.0,no_confident_match
WPS_REVIEW_0262,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0266,WPS_3056HY_HYBRID_T40_R21_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3813,,0.0,no_confident_match
WPS_REVIEW_0263,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0267,WPS_3056HY_HYBRID_T40_R22_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,51.3809,,0.0,no_confident_match
WPS_REVIEW_0264,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0268,WPS_3056HY_HYBRID_T40_R23_X,wps_hybrid_3056.docx,3056HY,hybrid,*CIP Code,Total,,0.0,no_confident_match
WPS_REVIEW_0265,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0269,WPS_2074_TIME_BASED_T02_R02_A,wps_time_2074.docx,2074,time_based,Record patient medical histories.,A. Record patients' medical information and vital signs.,QSEN_0188,0.3033,ambiguous_match
WPS_REVIEW_0266,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0270,WPS_2074_TIME_BASED_T02_R03_B,wps_time_2074.docx,2074,time_based,Record patient medical histories.,"B. Monitor, record, and report symptoms or changes in patients' conditions.",QSEN_0120,0.2613,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0267,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0271,WPS_2074_TIME_BASED_T03_R02_A,wps_time_2074.docx,2074,time_based,"Monitor patient conditions during treatments, procedures, or activities.",A. Administer medications to patients and monitor patients for reactions or side effects.,QSEN_0192,0.1562,no_confident_match; duplicate_task_different_process
WPS_REVIEW_0268,suggested_wps_prelicensure_bridge,WPS_QSEN_BRIDGE_0272,WPS_2074_TIME_BASED_T03_R03_B,wps_time_2074.docx,2074,time_based,"Monitor patient conditions during treatments, procedures, or activities.","B. Monitor, record, and report symptoms or changes in patients' conditions.",QSEN_0120,0.2613,no_confident_match; duplicate_task_different_process
