qsen_statement_id,source_workbook,source_sheet,source_row,qsen_domain_raw,qsen_domain_name,ksa_raw,qsen_statement_raw,qsen_statement_normalized,aacn_codes_raw,aacn_subcompetency_codes,aacn_subcompetency_count,malformed_aacn_code_count
QSEN_0113,Prelicensure Workbook.xlsx,Entry Level,118,Evidence-Based Practice Definition: Integrate best current evidence with clinical expertise and patient/family preferences and values for delivery of optimal health care.,Evidence-Based Practice Definition,Attitudes,Value knowing the evidence base for practice specialty.,value knowing the evidence base for practice specialty,V118: 4.1f,4.1f,1,0
QSEN_0114,Prelicensure Workbook.xlsx,Entry Level,119,Evidence-Based Practice Definition: Integrate best current evidence with clinical expertise and patient/family preferences and values for delivery of optimal health care.,Evidence-Based Practice Definition,Attitudes,Value all components of evidence-based practice,value all components of evidence based practice,W119: 4.2c,4.2c,1,0
QSEN_0115,Prelicensure Workbook.xlsx,Entry Level,120,Evidence-Based Practice Definition: Integrate best current evidence with clinical expertise and patient/family preferences and values for delivery of optimal health care.,Evidence-Based Practice Definition,Attitudes,Value public policies that support evidence-based practice,value public policies that support evidence based practice,AV120: 10.3i,10.3i,1,0
QSEN_0116,Prelicensure Workbook.xlsx,Entry Level,121,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Knowledge,Describe strategies for learning about [for improving] the outcomes of care in the setting in which one is engaged in clinical practice **,describe strategies for learning about for improving the outcomes of care in the setting in which one is engaged in clinical practice,"K121: 2.5e; W121: 4.2a; Y121: 5.1a, 5.1d, 5.1f; AH121: 7.3b",2.5e; 4.2a; 5.1a; 5.1d; 5.1f; 7.3b,6,0
QSEN_0117,Prelicensure Workbook.xlsx,Entry Level,122,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Knowledge,Recognize that nursing and other health professions students are parts of systems of care and care processes that affect outcomes for patients and families,recognize that nursing and other health professions students are parts of systems of care and care processes that affect outcomes for patients and families,Q122: 3.2a; Y122: 5.1a,3.2a; 5.1a,2,0
QSEN_0118,Prelicensure Workbook.xlsx,Entry Level,123,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Knowledge,Give examples of the tension between professional autonomy and system functioning (No alignment identified),give examples of the tension between professional autonomy and system functioning no alignment identified,,,0,0
QSEN_0119,Prelicensure Workbook.xlsx,Entry Level,124,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Knowledge,Explain the importance of variation and measurement in assessing quality of care,explain the importance of variation and measurement in assessing quality of care,"Y124: 5.1d, 5.1h; AH124: 7.3b",5.1d; 5.1h; 7.3b,3,0
QSEN_0120,Prelicensure Workbook.xlsx,Entry Level,125,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Knowledge,Describe approaches for changing processes of care,describe approaches for changing processes of care,"W125: 4.2d; Y125: 5.1e, 5.1f, 5.1g",4.2d; 5.1e; 5.1f; 5.1g,4,0
QSEN_0121,Prelicensure Workbook.xlsx,Entry Level,126,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Knowledge,"Describe features of quality improvement projects that overlap sufficiently with research, thereby requiring IRB oversight",describe features of quality improvement projects that overlap sufficiently with research thereby requiring irb oversight,X126: 4.3b; Y126: 5.1a,4.3b; 5.1a,2,0
QSEN_0122,Prelicensure Workbook.xlsx,Entry Level,127,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Knowledge,Describe common quality measures in the practice specialty,describe common quality measures in the practice specialty,Y127: 5.1b,5.1b,1,0
QSEN_0123,Prelicensure Workbook.xlsx,Entry Level,128,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Knowledge,Analyze the strengths and limitations of common quality improvement methods,analyze the strengths and limitations of common quality improvement methods,Y128: 5.1e,5.1e,1,0
QSEN_0124,Prelicensure Workbook.xlsx,Entry Level,129,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Knowledge,Understand principles of change management,understand principles of change management,Y129: 5.1h,5.1h,1,0
QSEN_0125,Prelicensure Workbook.xlsx,Entry Level,130,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Knowledge,"Describe the benefits and limitations of quality improvement data sources, and measurement and data analysis strategies",describe the benefits and limitations of quality improvement data sources and measurement and data analysis strategies,Y130: 5.1d,5.1d,1,0
QSEN_0126,Prelicensure Workbook.xlsx,Entry Level,131,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Skills,Seek information about outcomes of care for populations served in care setting,seek information about outcomes of care for populations served in care setting,"K131: 2.5e; P131: 3.1b, 3.1f; Y131: 5.1a, 5.1d; AH131: 7.3b",2.5e; 3.1b; 3.1f; 5.1a; 5.1d; 7.3b,6,0
QSEN_0127,Prelicensure Workbook.xlsx,Entry Level,132,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Skills,Seek information about quality improvement projects in the care setting,seek information about quality improvement projects in the care setting,"P132: 3.1f; Y132: 5.1a, 5.1g",3.1f; 5.1a; 5.1g,3,0
QSEN_0128,Prelicensure Workbook.xlsx,Entry Level,133,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Skills,"Use tools (such as flow charts, cause-effect diagrams) to make processes of care explicit",use tools such as flow charts cause effect diagrams to make processes of care explicit,P133: 3.1f; Y133: 5.1f; Z133: 5.2f; AH133: 7.3b,3.1f; 5.1f; 5.2f; 7.3b,4,0
QSEN_0129,Prelicensure Workbook.xlsx,Entry Level,134,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Skills,Participate in a root cause analysis of a sentinel event,participate in a root cause analysis of a sentinel event,W134: 4.2d; Y134: 5.1f; Z134: 5.2e; AH134: 7.3b,4.2d; 5.1f; 5.2e; 7.3b,4,0
QSEN_0130,Prelicensure Workbook.xlsx,Entry Level,135,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Skills,Use quality measures to understand performance,use quality measures to understand performance,"P135: 3.1f; T135: 3.5e; W135: 4.2a, 4.2e; Y135: 5.1h; AH135: 7.3b",3.1f; 3.5e; 4.2a; 4.2e; 5.1h; 7.3b,6,0
QSEN_0131,Prelicensure Workbook.xlsx,Entry Level,136,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Skills,[Select] and Use tools (such as control charts and run charts) that are helpful for understanding variation**,select and use tools such as control charts and run charts that are helpful for understanding variation,P136: 3.1f; W136: 4.2e; AH136: 7.3b,3.1f; 4.2e; 7.3b,3,0
QSEN_0132,Prelicensure Workbook.xlsx,Entry Level,137,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Skills,"Design [,implement, and evaluate] a small test of change in daily work (using an experiential learning method such as Plan-Do-Study-Act)**",design implement and evaluate a small test of change in daily work using an experiential learning method such as plan do study act,"W137: 4.2d; Y137: 5.1f, 5.1g",4.2d; 5.1f; 5.1g,3,0
QSEN_0133,Prelicensure Workbook.xlsx,Entry Level,138,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Skills,"Practice aligning [align] the aims, measures and changes involved in improving care**",practice aligning align the aims measures and changes involved in improving care,"P138: 3.1f; Y138: 5.1f, 5.1g",3.1f; 5.1f; 5.1g,3,0
QSEN_0134,Prelicensure Workbook.xlsx,Entry Level,139,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Skills,Use measures to evaluate the effect of change**,use measures to evaluate the effect of change,"W139: 4.2e; Y139: 5.1d, 5.1g, 5.1h; AH139: 7.3c",4.2e; 5.1d; 5.1g; 5.1h; 7.3c,5,0
QSEN_0135,Prelicensure Workbook.xlsx,Entry Level,140,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Skills,Identify gaps between local and best practice**,identify gaps between local and best practice,"W140: 4.2a; Y140: 5.1c, 5.1d; AH140: 7.3b",4.2a; 5.1c; 5.1d; 7.3b,4,0
QSEN_0136,Prelicensure Workbook.xlsx,Entry Level,141,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Skills,Use a variety of sources of information to review outcomes of care and identify potential areas for improvement,use a variety of sources of information to review outcomes of care and identify potential areas for improvement,"Y141: 5.1b, 5.1d",5.1b; 5.1d,2,0
QSEN_0137,Prelicensure Workbook.xlsx,Entry Level,142,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Skills,Select and use relevant benchmarks,select and use relevant benchmarks,Y142: 5.1d,5.1d,1,0
QSEN_0138,Prelicensure Workbook.xlsx,Entry Level,143,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Skills,Select and use quality measures to understand performance,select and use quality measures to understand performance,Y143: 5.1d,5.1d,1,0
QSEN_0139,Prelicensure Workbook.xlsx,Entry Level,144,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Skills,Propose appropriate aims for quality improvement efforts,propose appropriate aims for quality improvement efforts,Y144: 5.1h,5.1h,1,0
QSEN_0140,Prelicensure Workbook.xlsx,Entry Level,145,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Attitudes,Appreciate that continuous quality improvement is an essential part of the daily work of all health professionals**,appreciate that continuous quality improvement is an essential part of the daily work of all health professionals,Y145: 5.1a; AH145: 7.3b,5.1a; 7.3b,2,0
QSEN_0141,Prelicensure Workbook.xlsx,Entry Level,146,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Attitudes,Value own and others’ contributions to outcomes of care in local care settings,value own and others contributions to outcomes of care in local care settings,Y146: 5.1a; AH146: 7.3b; AP146: 9.3d; AR146: 9.5a,5.1a; 7.3b; 9.3d; 9.5a,4,0
QSEN_0142,Prelicensure Workbook.xlsx,Entry Level,147,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Attitudes,Appreciate how unwanted variation affects care**,appreciate how unwanted variation affects care,"Y147: 5.1d, 5.1f; AH147: 7.3b",5.1d; 5.1f; 7.3b,3,0
QSEN_0143,Prelicensure Workbook.xlsx,Entry Level,148,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Attitudes,Value measurement and its role in good patient care**,value measurement and its role in good patient care,"Y148: 5.1a, 5.1d, 5.1f, 5.1h; AH148: 7.3b",5.1a; 5.1d; 5.1f; 5.1h; 7.3b,5,0
QSEN_0144,Prelicensure Workbook.xlsx,Entry Level,149,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Attitudes,Value local change (in individual practice or team practice on a unit) and its role in creating joy in work,value local change in individual practice or team practice on a unit and its role in creating joy in work,W149: 4.2d,4.2d,1,0
QSEN_0145,Prelicensure Workbook.xlsx,Entry Level,150,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Attitudes,Appreciate the value of what individuals and teams can to do to improve care**,appreciate the value of what individuals and teams can to do to improve care,"P150: 3.1f; Y150: 5.1a, 5.1g; Z150: 5.2b; AD150: 6.3b",3.1f; 5.1a; 5.1g; 5.2b; 6.3b,5,0
QSEN_0146,Prelicensure Workbook.xlsx,Entry Level,151,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Attitudes,Appreciate the importance of data that allows one to estimate the quality of local care,appreciate the importance of data that allows one to estimate the quality of local care,Y151: 5.1d,5.1d,1,0
QSEN_0147,Prelicensure Workbook.xlsx,Entry Level,152,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Attitudes,"Value local systems improvement (in individual practice, team practice on a unit, or in the macro-system) and its role in professional job satisfaction. (No alignment identified)",value local systems improvement in individual practice team practice on a unit or in the macro system and its role in professional job satisfaction no alignment identified,,,0,0
QSEN_0148,Prelicensure Workbook.xlsx,Entry Level,153,Quality Improvement Definition: Use data to monitor the outcomes of care processes and use improvement methods to design and test changes to continuously improve the quality and safety of health care systems.,Quality Improvement Definition,Attitudes,Appreciate that all improvement is change but not all change is improvement. (No alignment identified),appreciate that all improvement is change but not all change is improvement no alignment identified,,,0,0
QSEN_0149,Prelicensure Workbook.xlsx,Entry Level,154,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Knowledge,"Examine [Describe] human factors and other basic safety design principles as well as commonly used unsafe practices (such as, work-arounds and dangerous abbreviations)**",examine describe human factors and other basic safety design principles as well as commonly used unsafe practices such as work arounds and dangerous abbreviations,"U154: 3.6d, 3.6e; Z154: 5.2c, 5.2f; AQ154: 9.4a",3.6d; 3.6e; 5.2c; 5.2f; 9.4a,5,0
QSEN_0150,Prelicensure Workbook.xlsx,Entry Level,155,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Knowledge,"Describe the benefits and limitations of selected safety-enhancing technologies (such as, barcodes, Computer Provider Order Entry, medication pumps, and automatic alerts/alarms)**",describe the benefits and limitations of selected safety enhancing technologies such as barcodes computer provider order entry medication pumps and automatic alerts alarms,"U155: 3.6d, 3.6e; Z155: 5.2c; AM155: 8.5a",3.6d; 3.6e; 5.2c; 8.5a,4,0
QSEN_0151,Prelicensure Workbook.xlsx,Entry Level,156,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Knowledge,Discuss [Evaluate] effective strategies to reduce reliance on memory **,discuss evaluate effective strategies to reduce reliance on memory,"Z156: 5.2c, 5.2e; AK156: 8.3e",5.2c; 5.2e; 8.3e,3,0
QSEN_0152,Prelicensure Workbook.xlsx,Entry Level,157,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Knowledge,Delineate general categories of errors and hazards in care**,delineate general categories of errors and hazards in care,"Z157: 5.2a, 5.2b, 5.2c",5.2a; 5.2b; 5.2c,3,0
QSEN_0153,Prelicensure Workbook.xlsx,Entry Level,158,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Knowledge,"Describe factors that create [a just culture and] a culture of safety (such as, open communication strategies and organizational error reporting systems)**",describe factors that create a just culture and a culture of safety such as open communication strategies and organizational error reporting systems,"R158: 3.3b; Z158: 5.2a; AB158: 6.1b, 6.1e; AD158: 6.3c",3.3b; 5.2a; 6.1b; 6.1e; 6.3c,5,0
QSEN_0154,Prelicensure Workbook.xlsx,Entry Level,159,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Knowledge,"Describe processes used in understanding [used to analyze] causes of error and allocation of responsibility and accountability (such as, root cause analysis and failure mode effects analysis)**",describe processes used in understanding used to analyze causes of error and allocation of responsibility and accountability such as root cause analysis and failure mode effects analysis,"Z159: 5.2e; AH159: 7.3b, 7.3c",5.2e; 7.3b; 7.3c,3,0
QSEN_0155,Prelicensure Workbook.xlsx,Entry Level,160,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Knowledge,"Discuss potential and actual impact of national patient safety resources, initiatives and regulations",discuss potential and actual impact of national patient safety resources initiatives and regulations,Y160: 5.1b; Z160: 5.2f,5.1b; 5.2f,2,0
QSEN_0156,Prelicensure Workbook.xlsx,Entry Level,161,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Knowledge,Describe best practices that promote patient and provider safety in the practice specialty,describe best practices that promote patient and provider safety in the practice specialty,Z161: 5.2a,5.2a,1,0
QSEN_0157,Prelicensure Workbook.xlsx,Entry Level,162,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Knowledge,"Describe methods of identifying and preventing verbal, physical and psychological harm to patients and staff",describe methods of identifying and preventing verbal physical and psychological harm to patients and staff,AA162: 5.3b,5.3b,1,0
QSEN_0158,Prelicensure Workbook.xlsx,Entry Level,163,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Skills,Demonstrate effective use of technology and standardized practices that support safety and quality,demonstrate effective use of technology and standardized practices that support safety and quality,"U163: 3.6d, 3.6e; Y163: 5.1c; AK163: 8.3a",3.6d; 3.6e; 5.1c; 8.3a,4,0
QSEN_0159,Prelicensure Workbook.xlsx,Entry Level,164,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Skills,Demonstrate effective use of strategies to reduce risk of harm to self or others,demonstrate effective use of strategies to reduce risk of harm to self or others,"U164: 3.6d, 3.6e; Z164: 5.2c, 5.2e; AA164: 5.3a; AK164: 8.3e",3.6d; 3.6e; 5.2c; 5.2e; 5.3a; 8.3e,6,0
QSEN_0160,Prelicensure Workbook.xlsx,Entry Level,165,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Skills,"Use appropriate strategies to reduce reliance on memory (such as, forcing functions, checklists)**",use appropriate strategies to reduce reliance on memory such as forcing functions checklists,"Z165: 5.2c, 5.2e; AK165: 8.3e",5.2c; 5.2e; 8.3e,3,0
QSEN_0161,Prelicensure Workbook.xlsx,Entry Level,166,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Skills,"Communicate observations or concerns related to hazards and errors to patients, families, and the health care team**",communicate observations or concerns related to hazards and errors to patients families and the health care team,"Z166: 5.2b, 5.2d; AB166: 6.1e; AN166: 9.1e; AO166: 9.2g; AP166: 9.3b",5.2b; 5.2d; 6.1e; 9.1e; 9.2g; 9.3b,6,0
QSEN_0162,Prelicensure Workbook.xlsx,Entry Level,167,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Skills,Use organizational error reporting systems for near miss and error reporting,use organizational error reporting systems for near miss and error reporting,"E167: 1.2e; Z167: 5.2b, 5.2d; AP167: 9.3b",1.2e; 5.2b; 5.2d; 9.3b,4,0
QSEN_0163,Prelicensure Workbook.xlsx,Entry Level,168,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Skills,Participate appropriately in analyzing errors and designing system improvements,participate appropriately in analyzing errors and designing system improvements,"Z168: 5.2d; AH168: 7.3b, 7.3c",5.2d; 7.3b; 7.3c,3,0
QSEN_0164,Prelicensure Workbook.xlsx,Entry Level,169,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Skills,Engage in root cause analysis [systems focus] rather than blaming when errors or near misses occur **,engage in root cause analysis systems focus rather than blaming when errors or near misses occur,"Z169: 5.2c, 5.2d; AH169: 7.3b, 7.3c",5.2c; 5.2d; 7.3b; 7.3c,4,0
QSEN_0165,Prelicensure Workbook.xlsx,Entry Level,170,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Skills,Use national patient safety resources for own professional development and to focus attention on safety in care settings**,use national patient safety resources for own professional development and to focus attention on safety in care settings,Y170: 5.1b; Z170: 5.2e,5.1b; 5.2e,2,0
QSEN_0166,Prelicensure Workbook.xlsx,Entry Level,171,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Skills,"Participate as a team member to design, promote and model effective use of technology and standardized practices that support safety and quality.",participate as a team member to design promote and model effective use of technology and standardized practices that support safety and quality,"U171: 3.6d, 3.6e; Y171: 5.1c; AK171: 8.3a",3.6d; 3.6e; 5.1c; 8.3a,4,0
QSEN_0167,Prelicensure Workbook.xlsx,Entry Level,172,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Skills,"Participate as a team member to design, promote and model effective use of strategies to reduce risk of harm to self and others.",participate as a team member to design promote and model effective use of strategies to reduce risk of harm to self and others,Y172: 5.1g; AA172: 5.3a,5.1g; 5.3a,2,0
QSEN_0168,Prelicensure Workbook.xlsx,Entry Level,173,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Skills,Promote a practice culture conducive to highly reliable processes built on human factors research,promote a practice culture conducive to highly reliable processes built on human factors research,"Z173: 5.2a, 5.2d",5.2a; 5.2d,2,0
QSEN_0169,Prelicensure Workbook.xlsx,Entry Level,174,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Skills,Report errors and support members of the healthcare team to be forthcoming about errors and near misses,report errors and support members of the healthcare team to be forthcoming about errors and near misses,Z174: 5.2d,5.2d,1,0
QSEN_0170,Prelicensure Workbook.xlsx,Entry Level,175,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Skills,Prevent escalation of conflict,prevent escalation of conflict,AA175: 5.3b,5.3b,1,0
QSEN_0171,Prelicensure Workbook.xlsx,Entry Level,176,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Skills,Respond appropriately to aggressive behavior.,respond appropriately to aggressive behavior,AA176: 5.3d,5.3d,1,0
QSEN_0172,Prelicensure Workbook.xlsx,Entry Level,177,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Attitudes,Value the contributions of standardization/reliability to safety**,value the contributions of standardization reliability to safety,"Y177: 5.1c; Z177: 5.2a, 5.2b, 5.2c, 5.2d",5.1c; 5.2a; 5.2b; 5.2c; 5.2d,5,0
QSEN_0173,Prelicensure Workbook.xlsx,Entry Level,178,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Attitudes,Appreciate the cognitive and physical limits of human performance**,appreciate the cognitive and physical limits of human performance,"Z178: 5.2c, 5.2d, 5.2e",5.2c; 5.2d; 5.2e,3,0
QSEN_0174,Prelicensure Workbook.xlsx,Entry Level,179,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Attitudes,Value own role in [reporting and] preventing errors**,value own role in reporting and preventing errors,"Z179: 5.2b, 5.2d; AP179: 9.3d",5.2b; 5.2d; 9.3d,3,0
QSEN_0175,Prelicensure Workbook.xlsx,Entry Level,180,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Attitudes,"Value vigilance and monitoring (even of own performance of care activities) by patients, families, and other members of the health care team**",value vigilance and monitoring even of own performance of care activities by patients families and other members of the health care team,Y180: 5.1a; Z180: 5.2b,5.1a; 5.2b,2,0
QSEN_0176,Prelicensure Workbook.xlsx,Entry Level,181,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Attitudes,Value relationship between national safety campaigns and implementation in local practices and practice settings**,value relationship between national safety campaigns and implementation in local practices and practice settings,R181: 3.3b; Y181: 5.1b; Z181: 5.2f; AG181: 7.2d; AQ181: 9.4a,3.3b; 5.1b; 5.2f; 7.2d; 9.4a,5,0
QSEN_0177,Prelicensure Workbook.xlsx,Entry Level,182,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Attitudes,Value systems approaches to improving patient safety in lieu of blaming individuals.,value systems approaches to improving patient safety in lieu of blaming individuals,AA182: 5.3d,5.3d,1,0
QSEN_0178,Prelicensure Workbook.xlsx,Entry Level,183,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Attitudes,"Value prevention of assaults and loss of dignity for patients, staff, and aggressors",value prevention of assaults and loss of dignity for patients staff and aggressors,AA183: 5.3d,5.3d,1,0
QSEN_0179,Prelicensure Workbook.xlsx,Entry Level,184,Safety Definition: Minimizes risk of harm to patients and providers through both system effectiveness and individual performance.,Safety Definition,Attitudes,Value the use of organizational error reporting systems,value the use of organizational error reporting systems,Z184: 5.2d,5.2d,1,0
QSEN_0180,Prelicensure Workbook.xlsx,Entry Level,185,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Knowledge,Explain why information and technology skills are essential for safe patient care,explain why information and technology skills are essential for safe patient care,AK185: 8.3e,8.3e,1,0
QSEN_0181,Prelicensure Workbook.xlsx,Entry Level,186,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Knowledge,Identify [formulate] essential information that must be available in a common database to support patient care **,identify formulate essential information that must be available in a common database to support patient care,"AJ186: 8.2c, 8.2e; AL186: 8.4a",8.2c; 8.2e; 8.4a,3,0
QSEN_0182,Prelicensure Workbook.xlsx,Entry Level,187,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Knowledge,Contrast benefits and limitations of different communication technologies and their impact on safety and quality**,contrast benefits and limitations of different communication technologies and their impact on safety and quality,"AB187: 6.1b; AK187: 8.3c, 8.3e",6.1b; 8.3c; 8.3e,3,0
QSEN_0183,Prelicensure Workbook.xlsx,Entry Level,188,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Knowledge,Describe examples of how technology and information management are related to the quality and safety of patient care,describe examples of how technology and information management are related to the quality and safety of patient care,"AK188: 8.3e, 8.3f; AM188: 8.5a",8.3e; 8.3f; 8.5a,3,0
QSEN_0184,Prelicensure Workbook.xlsx,Entry Level,189,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Knowledge,"Recognize the time, effort, and skill required for computers, databases and other technologies to become reliable and effective tools for patient care",recognize the time effort and skill required for computers databases and other technologies to become reliable and effective tools for patient care,AK189: 8.3b,8.3b,1,0
QSEN_0185,Prelicensure Workbook.xlsx,Entry Level,190,"Informatics Definition: Use information and technology to communicate, manage knowledge, mitigate error, and support decision making.",Informatics Definition,Knowledge,Describe and critique taxonomic and terminology systems used in national efforts to enhance interoperability of information systems and knowledge management systems,describe and critique taxonomic and terminology systems used in national efforts to enhance interoperability of information systems and knowledge management systems,AL190: 8.4d,8.4d,1,0
